タレント名,知名度％,知名度,人気度％,人気度,ドラマ関心度（シリアス）％,ドラマ関心度（シリアス）,ドラマ関心度（コメディ）％,ドラマ関心度（コメディ）,バラエティ関心度％,バラエティ関心度,映画関心度（シリアス）％,映画関心度（シリアス）,映画関心度（コメディ）％,映画関心度（コメディ）,雑誌関心度％,雑誌関心度,CM総合,有効回答者数,有効回答者数（20代）,有効回答者数（30代）,有効回答者数（40代）,有効回答者数（50代）
優里(ゆうり)(アーティスト),15.463917,0.804123711,53.333336,2.333333333,13.333334,1.4,13.333334,1.4,20,1.733333333,0,1.133333333,0,1.066666667,0,1.266666667,2,97,21,24,24,27
秋元才加(あきもとさやか)(俳優)(元AKB48),13.636364,0.704545455,25,2.25,16.666668,1.583333333,16.666668,1.583333333,33.333336,2,0,1.333333333,8.333334,1.333333333,25,1.583333333,5.0000005,88,16,21,27,24
高良健吾(こうらけんご)(俳優),16.470589,0.635294118,35.714287,2.428571429,14.285715,1.785714286,14.285715,1.785714286,21.428572,1.714285714,7.1428576,1.5,7.1428576,1.428571429,0,1.642857143,2.857143,85,18,19,25,23
市川実日子(いちかわみかこ)(俳優),13,0.52,69.230774,2.846153846,30.769232,2.307692308,15.384616,2.153846154,15.384616,1.692307692,15.384616,1.307692308,15.384616,1.384615385,15.384616,1.615384615,4.6153846,100,25,22,23,30
井上咲楽(いのうえさくら)(タレント),22.105263,0.831578947,14.285715,2.142857143,4.7619047,1.19047619,9.523809,1.333333333,28.57143,1.904761905,4.7619047,1.19047619,9.523809,1.142857143,14.285715,1.380952381,9.523809,95,22,24,25,24
宮脇咲良(みやわきさくら)(アーティスト)(LE SSERAFIM／元IZ*ONE),9.523809,0.476190476,62.5,2.875,25,1.625,37.5,1.875,62.5,2.5,25,1.5,0,0.875,50,2,23.75,84,17,23,21,22
山本舞香(やまもとまいか)(俳優),12.790698,0.523255814,54.545456,2.636363636,18.181818,1.818181818,18.181818,1.818181818,27.272728,2,9.090909,1.636363636,9.090909,1.636363636,18.181818,1.909090909,17.27273,86,16,21,27,22
ひろゆき(実業家/コメンテーター),44.56522,1.358695652,24.390244,1.87804878,7.317073,0.902439024,7.317073,0.853658537,26.82927,1.341463415,7.317073,0.87804878,4.8780484,0.829268293,7.317073,0.902439024,8.780487,92,19,23,22,28
市川團十郎白猿(いちかわだんじゅうろうはくえん)(歌舞伎役者)(市川海老蔵),43.333332,1.266666667,7.692308,1.743589744,5.1282053,1.307692308,2.5641026,1.230769231,7.692308,1.230769231,7.692308,1.102564103,5.1282053,1.076923077,2.5641026,1,4.615384,90,17,23,26,24
紗栄子(さえこ)(タレント),25.24272,1.087378641,23.076923,2,7.692308,1.153846154,3.846154,1.115384615,19.23077,1.384615385,0,0.923076923,0,0.961538462,11.538462,1.192307692,10.76923,103,23,25,24,30
馬場ふみか(ばばふみか)(俳優),8.823529,0.431372549,55.555557,2.666666667,33.333336,2.333333333,33.333336,2.222222222,44.444447,2.111111111,33.333336,1.777777778,22.222223,1.666666667,44.444447,2.666666667,40.000004,102,19,26,27,30
松井愛莉(まついあいり)(俳優／モデル),10.126582,0.46835443,62.5,2.75,25,2,25,2,25,2.125,0,1.625,0,1.5,37.5,2.125,20,79,17,16,22,24
永野(ながの)(芸人),36.95652,1.163043478,20.588236,1.911764706,8.823529,1.029411765,11.764706,1.147058824,26.470589,1.558823529,5.882353,1.029411765,8.823529,1.058823529,2.9411764,0.823529412,4.117647,92,20,19,23,29
ジャルジャル(芸人コンビ),17.647058,0.988235294,33.333336,2.466666667,26.666668,1.2,26.666668,1.133333333,33.333336,1.4,13.333334,0.8,13.333334,0.8,13.333334,0.733333333,14.000002,85,17,20,26,22
竜星涼(りゅうせいりょう)(俳優),10.810811,0.405405405,58.333332,2.75,66.66667,2.75,66.66667,2.583333333,33.333336,2.166666667,33.333336,2.083333333,16.666668,1.833333333,25,2.166666667,22.500002,111,29,28,25,29
岩井勇気(いわいゆうき)(芸人)(ハライチ),30.208334,1.041666667,13.793103,2.034482759,6.8965516,1.137931034,6.8965516,1.172413793,17.241379,1.517241379,0,0.965517241,6.8965516,1.103448276,3.4482758,1,4.4827585,96,19,24,22,31
白濱亜嵐(しらはまあらん)(俳優/アーティスト)(GENERATIONS、EXILE、PKCZ),12.195122,0.573170732,30.000002,2.5,20,1.9,30.000002,2,30.000002,2,10,1.6,10,1.6,0,1.4,4,82,17,22,22,21
髙橋ひかる(たかはしひかる)(俳優),3.3333335,0.311111111,66.66667,3,33.333336,2,66.66667,2.666666667,100,3.666666667,0,1.666666667,33.333336,2.333333333,66.66667,2.666666667,20.000004,90,21,21,23,25
小手伸也(こてしんや)(俳優),17.204302,0.591397849,56.25,2.625,43.75,2.25,50,2.375,43.75,1.9375,12.5,1.125,12.5,1.0625,12.5,1.0625,8.125,93,16,22,27,28
堀ちえみ(ほりちえみ)(俳優),31.818182,1.284090909,10.714286,2.035714286,0,1.178571429,3.5714288,1.142857143,7.1428576,1.142857143,3.5714288,0.714285714,0,0.607142857,3.5714288,0.821428571,2.5000002,88,16,21,27,24
宍戸開(ししどかい)(俳優),9.615385,0.682692308,30.000002,2.3,30.000002,1.9,20,1.8,30.000002,1.9,20,1.5,10,1.4,0,1.1,7,104,25,26,23,30
Fischer’s-フィッシャーズ-(ふぃっしゃーず)(Youtuber),14.084508,0.661971831,40,2.4,10,1.3,10,1.7,30.000002,2,10,1.3,10,1.5,10,1.3,11,71,13,14,20,24
神田愛花(かんだあいか)(元NHKアナウンサー),23.333334,0.811111111,33.333336,2.380952381,4.7619047,0.952380952,14.285715,1.238095238,28.57143,1.857142857,0,0.904761905,0,0.952380952,4.7619047,1.19047619,4.7619047,90,17,23,26,24
袴田吉彦(はかまだよしひこ)(俳優),31.645569,1.075949367,12,1.88,8,1.24,4,1.24,8,1.32,4,1.32,4,1.24,4,1,4.4,79,17,16,22,24
西田尚美(にしだなおみ)(俳優),10.638298,0.542553191,70,2.9,30.000002,2.4,30.000002,2.4,20,1.8,10,0.9,10,0.9,0,1.1,20,94,22,23,23,26
菊地凛子(きくちりんこ)(俳優),19.047619,0.80952381,18.75,2.1875,12.5,1.5,6.25,1.3125,12.5,1.5,12.5,1.375,6.25,1.3125,6.25,1.25,10,84,15,22,21,26
鈴木奈々(すずきなな)(モデル),33.707867,1.213483146,13.333334,1.833333333,0,0.833333333,0,0.933333333,13.333334,1.466666667,3.3333335,0.866666667,0,0.833333333,10,1.166666667,5.666667,89,18,21,24,26
臼田あさ美(うすだあさみ)(俳優／モデル),8.602151,0.494623656,50,2.625,25,2.125,37.5,2.25,37.5,2,12.5,1.625,12.5,1.625,12.5,1.625,17.5,93,17,23,23,30
國村隼(くにむらじゅん)(俳優),16.666668,0.630952381,28.57143,2.214285714,42.857143,2.142857143,21.428572,1.928571429,21.428572,1.785714286,7.1428576,1.714285714,7.1428576,1.714285714,0,1.357142857,12.1428585,84,13,22,26,23
寺島しのぶ(てらじましのぶ)(俳優),22.549019,0.970588235,8.695652,2,26.086956,1.826086957,8.695652,1.52173913,0,1,17.391304,1.304347826,4.347826,1.086956522,8.695652,1.086956522,6.0869565,102,19,26,27,30
小嶋陽菜(こじまはるな)(モデル)(元AKB48),22.826088,1.02173913,14.285715,2.047619048,0,1,4.7619047,1.095238095,9.523809,1.19047619,0,0.952380952,4.7619047,1,14.285715,1.380952381,11.904762,92,19,23,22,28
河合郁人(かわいふみと)(タレント)(元A.B.C-Z),29.347824,0.913043478,29.62963,2.185185185,3.7037036,1.259259259,18.518518,1.518518519,22.222223,1.62962963,3.7037036,0.925925926,7.4074073,1.111111111,0,0.777777778,4.444444,92,20,24,20,28
黒島結菜(くろしまゆいな)(俳優),13.541667,0.552083333,23.076923,2.307692308,15.384616,1.923076923,7.692308,1.846153846,15.384616,2,7.692308,1.846153846,7.692308,1.769230769,7.692308,1.846153846,14.615384,96,18,24,27,27
ゆいP(ゆいぴー)(芸人)(おかずクラブ),16.091955,0.735632184,42.857143,2.5,7.1428576,1.142857143,7.1428576,1.214285714,35.714287,1.928571429,7.1428576,1,7.1428576,0.928571429,14.285715,1.142857143,13.571429,87,15,25,21,26
緑黄色社会(りょくおうしょくしゃかい)(歌手),11.111112,0.7,60.000004,2.6,30.000002,1.3,30.000002,1.4,30.000002,1.6,20,1,30.000002,1.2,20,1.2,20,90,21,22,24,23
すゑひろがりず(すえひろがりず)(芸人コンビ),11.340206,0.597938144,45.454548,2.545454545,18.181818,1.636363636,9.090909,1.545454545,36.363636,2.181818182,27.272728,1.545454545,18.181818,1.272727273,9.090909,1.090909091,9.090909,97,21,24,28,24
四千頭身(よんせんとうしん)(芸人トリオ),13.68421,0.642105263,46.153847,2.461538462,7.692308,1.230769231,15.384616,1.461538462,46.153847,2.307692308,15.384616,1.076923077,15.384616,1.076923077,15.384616,1.307692308,11.538462,95,22,24,25,24
秋元康(あきもとやすし)(作詞家),52.941177,1.696078431,7.4074073,1.518518519,9.259259,0.888888889,5.555556,0.87037037,18.518518,1.37037037,3.7037036,0.814814815,1.8518518,0.759259259,1.8518518,0.666666667,2.9629626,102,23,25,25,27
蛙亭(かえるてい)(芸人コンビ),13.2653055,0.591836735,61.538464,2.769230769,7.692308,1.307692308,7.692308,1.461538462,38.46154,2,7.692308,1.153846154,7.692308,1.230769231,7.692308,1.230769231,5.3846154,98,19,26,22,31
純烈(じゅんれつ)(歌手),10.869565,0.793478261,30.000002,2.2,10,1.5,20,1.5,20,1.5,10,1.3,0,1.2,0,1.2,15,92,19,23,22,28
登坂広臣(とさかひろおみ)(俳優/歌手)(三代目J SOUL BROTHERS from EXILE TRIBE/Omi),12,0.49,50,2.583333333,41.666664,2.083333333,41.666664,2.083333333,25,1.916666667,25,1.916666667,8.333334,1.75,25,1.666666667,14.166667,100,21,22,28,29
熊田曜子(くまだようこ)(タレント),30.434782,1.163043478,21.428572,1.75,10.714286,1.071428571,14.285715,1.071428571,35.714287,1.607142857,7.1428576,0.857142857,7.1428576,0.892857143,7.1428576,1.107142857,7.500001,92,23,22,23,24
ナダル(芸人)(コロコロチキチキペッパーズ),41.860466,1.255813953,19.444445,1.583333333,2.777778,0.972222222,8.333334,1.055555556,41.666664,1.861111111,5.555556,1,5.555556,1.055555556,0,0.833333333,3.0555558,86,17,20,21,28
萩原利久(はぎわらりく)(俳優),3.6585364,0.268292683,100,3,100,3.333333333,100,3.333333333,100,3.333333333,66.66667,2.666666667,66.66667,2.666666667,33.333336,2.333333333,43.333336,82,18,18,23,23
田中美保(たなかみほ)(モデル),10.97561,0.463414634,55.555557,2.888888889,11.111112,1.444444444,11.111112,1.444444444,22.222223,1.888888889,11.111112,1.333333333,11.111112,1.333333333,33.333336,2.333333333,24.444447,82,18,21,22,21
松本若菜(まつもとわかな)(俳優),11.827957,0.516129032,45.454548,2.454545455,36.363636,2.363636364,36.363636,2.363636364,27.272728,2.181818182,9.090909,1.545454545,9.090909,1.545454545,9.090909,1.272727273,18.18182,93,21,18,25,29
河合優実(かわいゆうみ)(俳優),6.8965516,0.24137931,100,3.333333333,100,3.166666667,100,3.166666667,83.33333,3,66.66667,2.833333333,50,2.666666667,50,2.666666667,45.000004,87,19,19,24,25
EXILE AKIRA(えぐざいるあきら)(ダンサー/俳優),21.59091,0.965909091,31.578945,2.210526316,10.526316,1.052631579,5.263158,1.105263158,21.052631,1.315789474,5.263158,0.842105263,0,0.947368421,15.789473,1.052631579,6.8421044,88,17,24,25,22
MayJ.(めいじぇい)(歌手),17.171717,0.888888889,17.647058,2,17.647058,1.294117647,5.882353,1.176470588,29.411766,1.529411765,5.882353,1.058823529,11.764706,1.117647059,11.764706,1.352941176,7.058824,99,25,24,22,28
WEST.(うぇすと)(アーティスト)(元ジャニーズWEST),10.784314,0.656862745,36.363636,2.363636364,18.181818,1.636363636,27.272728,1.727272727,54.545456,1.818181818,9.090909,1.181818182,9.090909,1.181818182,9.090909,1.272727273,22.727272,102,19,26,27,30
IMALU(いまる)(モデル),32.65306,1.071428571,3.125,1.875,0,1,0,1,12.5,1.375,0,1,3.125,1.0625,6.25,1.1875,4.6875,98,19,26,22,31
川平慈英(かびらじえい)(スポーツキャスター),29.411766,1,20,2.08,8,1.12,8,1.12,16,1.4,8,0.96,8,0.84,0,1,6.8,85,18,19,25,23
えなこ(コスプレイヤー),20.731707,0.719512195,17.647058,2.117647059,5.882353,1.411764706,11.764706,1.352941176,29.411766,1.882352941,5.882353,1.058823529,5.882353,1.176470588,17.647058,1.647058824,20,82,18,18,23,23
小沢真珠(おざわまじゅ)(俳優),18.181818,0.738636364,37.5,2.5,18.75,1.6875,25,1.75,12.5,1.5,0,0.875,0,0.875,0,0.875,8.75,88,16,21,27,24
野間口徹(のまぐちとおる)(俳優),9.195402,0.413793103,50,2.625,37.5,2.5,37.5,2.375,37.5,2.625,25,1.875,25,1.875,12.5,1.5,18.75,87,21,18,23,25
片寄涼太(かたよせりょうた)(アーティスト)(GENERATIONS from EXILE TRIBE),18.292683,0.670731707,26.666668,2.133333333,13.333334,1.6,20,1.6,20,1.866666667,6.666667,1.533333333,6.666667,1.533333333,0,1.4,2.6666667,82,17,22,22,21
中越典子(なかごしのりこ)(俳優),11.458334,0.53125,27.272728,2.363636364,9.090909,2.090909091,9.090909,2.090909091,18.181818,2.090909091,0,1.454545455,0,1.454545455,9.090909,1.636363636,8.181818,96,20,24,24,28
鈴木伸之(すずきのぶゆき)(俳優)(劇団EXILE),6.4516125,0.440860215,50,2.666666667,50,2.5,50,2.5,33.333336,2.333333333,0,1.166666667,0,1.166666667,16.666668,1.666666667,16.666668,93,18,25,26,24
堀田茜(ほったあかね)(俳優/モデル),10,0.55,40,2.6,20,1.6,30.000002,1.8,40,2.1,10,1.2,10,1,10,1.4,23,100,21,22,28,29
大坂なおみ(おおさかなおみ)(テニス選手),44.210526,1.473684211,11.904762,1.857142857,4.7619047,0.880952381,2.3809524,0.80952381,7.1428576,0.880952381,2.3809524,0.666666667,2.3809524,0.666666667,4.7619047,0.880952381,7.1428576,95,22,24,25,24
角田晃広(かくたあきひろ)(芸人/俳優)(東京03),17.021276,0.64893617,31.25,2.375,18.75,1.5625,18.75,1.5625,37.5,2.125,6.25,1.0625,6.25,1.0625,6.25,1.0625,12.5,94,22,24,19,29
カミナリ(芸人コンビ),18.085106,0.691489362,35.294117,2.411764706,5.882353,1.176470588,17.647058,1.529411765,41.17647,2.117647059,5.882353,0.941176471,5.882353,1.058823529,0,0.882352941,10.588236,94,20,23,22,28
山下美月(やましたみづき)(俳優/アイドル)(乃木坂46),9.803922,0.509803922,50,2.5,30.000002,2,20,1.9,30.000002,2,20,1.7,20,1.6,10,1.4,18,102,22,24,28,28
伊原六花(いはらりっか)(俳優),13.636364,0.477272727,25,2.333333333,25,2.083333333,25,2.083333333,25,2.166666667,16.666668,1.916666667,16.666668,1.916666667,16.666668,1.833333333,18.333334,88,19,20,22,27
佐野勇斗(さのはやと)(俳優)(M!LK),9.615385,0.432692308,60.000004,2.8,50,2.5,40,2.4,40,2.2,0,1.2,0,1.2,0,1.5,7,104,25,26,23,30
松山英樹(まつやまひでき)(スポーツ選手),25,0.886363636,9.090909,2.090909091,4.5454545,1.363636364,9.090909,1.363636364,9.090909,1.545454545,4.5454545,1.045454545,9.090909,0.954545455,0,0.863636364,5.454545,88,17,24,25,22
小関裕太(こせきゆうた)(俳優),13.095239,0.535714286,54.545456,2.636363636,36.363636,1.909090909,36.363636,1.818181818,54.545456,2.181818182,9.090909,1,9.090909,1,18.181818,1.181818182,15.454546,84,16,19,22,27
宮迫博之(みやさこひろゆき)(芸人/Youtuber)(元雨上がり決死隊),47.61905,1.535714286,7.5000005,1.525,5,1.15,2.5,1.025,2.5,1.125,0,0.825,0,0.75,0,0.725,0.25,84,13,22,26,23
宝鐘マリン(ほうしょうまりん)(Vtuber),5.102041,0.234693878,100,3.6,20,2.2,20,2.2,80,3.2,20,2.2,40,2.4,40,2.6,38,98,20,23,25,30
小澤征悦(おざわゆきよし)(俳優),18.181818,0.666666667,16.666668,2.166666667,11.111112,1.888888889,16.666668,1.777777778,16.666668,1.611111111,0,1.333333333,5.555556,1.222222222,5.555556,1.277777778,6.666667,99,25,24,22,28
板谷由夏(いたやゆか)(俳優),15.957446,0.542553191,40,2.4,26.666668,2.133333333,20,1.933333333,20,1.8,6.666667,1.266666667,0,1.133333333,13.333334,1.6,5.333334,94,18,24,28,24
新井恵理那(あらいえりな)(フリーアナウンサー),10.3092785,0.505154639,50,2.5,30.000002,1.8,30.000002,1.7,40,1.9,30.000002,1.6,20,1.5,20,1.6,17,97,21,24,28,24
とろサーモン(芸人コンビ),10.38961,0.753246753,25,2.25,0,0.875,25,1.75,25,2.125,0,0.75,12.5,1.5,0,0.5,2.5,77,16,19,19,22
岸井ゆきの(きしいゆきの)(俳優),4.494382,0.292134831,75,3,50,2.5,50,2.5,50,2.5,50,2.5,50,2.5,25,2.25,20,89,17,24,24,23
丸山礼(まるやまれい)(芸人),9.302325,0.465116279,62.5,2.875,25,1.875,37.5,2.125,37.5,2,0,1,25,1.25,25,1.25,21.25,86,17,20,21,28
Da-iCE(だいす)(アーティスト),6.315789,0.421052632,66.66667,2.666666667,16.666668,1.833333333,16.666668,1.833333333,33.333336,2,0,1.666666667,16.666668,1.833333333,33.333336,2,15.000002,95,22,23,25,25
Matt(まっと)(モデル),31.868134,1,17.241379,1.931034483,0,1.068965517,10.344828,1.172413793,13.793103,1.551724138,0,0.689655172,0,0.75862069,3.4482758,1,5.5172415,91,19,22,27,23
鈴木杏(すずきあん)(俳優),9.27835,0.690721649,22.222223,2.222222222,11.111112,1.666666667,11.111112,1.333333333,11.111112,1.333333333,11.111112,1.333333333,11.111112,1.333333333,0,1.333333333,7.7777786,97,21,24,24,27
渋野日向子(しぶのひなこ)(プロゴルファー),12.631578,0.631578947,41.666664,2.416666667,8.333334,1.5,8.333334,1.333333333,25,1.666666667,8.333334,1.083333333,8.333334,1.25,8.333334,1.25,10.833335,95,20,24,21,30
池松壮亮(いけまつそうすけ)(俳優),17.592592,0.611111111,21.052631,2.157894737,26.31579,1.789473684,15.789473,1.631578947,15.789473,1.526315789,21.052631,1.684210526,15.789473,1.578947368,15.789473,1.473684211,9.473683,108,28,25,28,26
松村沙友理(まつむらさゆり)(俳優/モデル)(元乃木坂46),25,0.784090909,27.272728,1.954545455,9.090909,1.409090909,9.090909,1.363636364,22.727274,1.681818182,0,1.090909091,9.090909,1.227272727,4.5454545,1.227272727,6.363637,88,17,24,25,22
森香澄(もりかすみ)(タレント／俳優／フリーアナウンサー)(元テレビ東京アナウンサー),9.708737,0.436893204,40,2.5,20,1.9,20,2,40,2.4,10,1.5,20,1.7,20,1.7,18,103,23,25,24,30
伊藤美誠(いとうみま)(卓球選手),30.952381,1.05952381,30.769232,2.307692308,7.692308,1.038461538,3.846154,0.884615385,7.692308,1.230769231,3.846154,0.576923077,3.846154,0.538461538,3.846154,0.653846154,6.153846,84,18,21,21,24
山田杏奈(やまだあんな)(俳優),5.6818185,0.352272727,60.000004,2.6,60.000004,2.6,60.000004,2.6,60.000004,2.8,0,1.6,20,2,20,1.8,16,88,17,24,25,22
Vaundy(ばうんでぃ)(歌手),11.25,0.475,44.444447,2.666666667,22.222223,1.555555556,22.222223,1.444444444,33.333336,2,22.222223,1.666666667,22.222223,1.444444444,22.222223,1.444444444,8.888889,80,15,20,21,24
大森南朋(おおもりなお)(俳優),11.340206,0.505154639,45.454548,2.454545455,36.363636,2.272727273,45.454548,2.363636364,27.272728,1.909090909,18.181818,1.363636364,9.090909,1.272727273,0,1.090909091,3.6363635,97,22,20,30,25
田中理恵(たなかりえ)(元体操選手),10.679611,0.611650485,54.545456,2.545454545,9.090909,1.363636364,0,1.272727273,27.272728,1.818181818,0,1.090909091,0,1,0,1.090909091,9.09091,103,23,25,24,30
稲村亜美(いなむらあみ)(タレント),10.638298,0.478723404,40,2.5,10,1.4,10,1.5,30.000002,2.2,10,1.5,10,1.3,10,1.8,20,94,22,23,23,26
影山優佳(かげやまゆうか)(俳優／タレント)(元日向坂46),9.638554,0.361445783,87.5,3.125,25,1.75,37.5,1.875,37.5,2,12.5,1.5,37.5,1.875,25,1.75,28.75,83,19,19,19,26
岡本玲(おかもとれい)(俳優),1.1627907,0.255813953,100,4,0,2,0,2,0,2,0,2,0,2,0,2,0,86,16,21,27,22
森田哲矢(もりたてつや)(芸人)(さらば青春の光),17.44186,0.546511628,33.333336,2.266666667,13.333334,1.666666667,20,1.733333333,26.666668,2.133333333,6.666667,1.333333333,6.666667,1.4,6.666667,1.4,9.333334,86,16,21,27,22
NewJeans(にゅーじーんず)(アイドルグループ),6.9767447,0.337209302,50,2.666666667,50,2.5,50,2.333333333,50,2.333333333,50,2.333333333,16.666668,1.666666667,50,2.333333333,36.666668,86,17,20,21,28
高岸宏行(たかぎしひろゆき)(芸人)(ティモンディ),18.5567,0.618556701,44.444447,2.555555556,11.111112,1.5,16.666668,1.444444444,16.666668,1.611111111,11.111112,1.111111111,11.111112,1.055555556,11.111112,1,10.000002,97,21,24,28,24
マカロニえんぴつ(アーティスト),2.970297,0.524752475,0,1.666666667,33.333336,2.333333333,33.333336,2.333333333,33.333336,2.666666667,33.333336,2.333333333,33.333336,2.333333333,0,2,3.3333335,101,23,24,25,29
田中哲司(たなかてつし)(俳優),12.643679,0.471264368,27.272728,2.272727273,27.272728,2,27.272728,2.090909091,27.272728,1.909090909,27.272728,2,27.272728,2.181818182,18.181818,1.545454545,21.818182,87,21,18,23,25
誠子(せいこ)(芸人)(元・尼神インター),17.80822,0.684931507,15.384616,2,15.384616,1.769230769,7.692308,1.615384615,30.769232,1.692307692,7.692308,1.230769231,7.692308,1.230769231,7.692308,1.307692308,11.538462,73,14,13,19,26
おばたのお兄さん(おばたのおにいさん)(芸人),24.752476,0.940594059,12,2.12,4,1.04,4,1,16,1.44,0,0.8,4,0.88,4,0.76,4.4,101,20,30,25,26
RADWIMPS(らっどうぃんぷす)(アーティスト),9.259259,0.657407407,30.000002,2.3,10,1.3,10,1.5,20,1.6,10,1.3,0,1.2,0,1.1,5,108,28,25,26,29
辻井伸行(つじいのぶゆき)(盲目のピアニスト),23.300972,0.893203883,33.333336,2.375,8.333334,1.166666667,4.166667,0.958333333,8.333334,1.291666667,4.166667,0.833333333,0,0.666666667,0,0.708333333,0.4166667,103,23,25,24,30
マギー(モデル/女性),14.130434,0.663043478,15.384616,2.153846154,7.692308,1.384615385,7.692308,1.307692308,15.384616,1.538461538,0,1.153846154,7.692308,1.461538462,15.384616,1.461538462,10,92,20,19,23,29
三倉佳奈(みくらかな)(俳優),12.328767,0.780821918,22.222223,2.111111111,0,1.222222222,0,1.444444444,22.222223,1.666666667,0,0.777777778,0,0.777777778,0,1.111111111,7.7777786,73,14,13,19,26
山之内すず(やまのうちすず)(モデル),10.638298,0.659574468,30.000002,2.2,0,1.4,0,1.4,10,1.7,0,1,0,1.3,10,1.3,15,94,20,23,22,28
西畑大吾(にしはただいご)(アーティスト)(なにわ男子),8.75,0.4375,57.14286,2.571428571,28.57143,2,28.57143,2,42.857143,2.142857143,0,1.142857143,0,1.142857143,0,1.857142857,5.714286,80,10,21,24,25
野村周平(のむらしゅうへい)(俳優),21,0.78,23.809525,2,33.333336,1.761904762,28.57143,1.571428571,23.809525,1.523809524,19.047619,1.047619048,14.285715,1,4.7619047,0.904761905,4.2857146,100,19,22,28,31
高杉真宙(たかすぎまひろ)(俳優),10.714286,0.476190476,66.66667,2.666666667,22.222223,1.777777778,44.444447,2,22.222223,1.666666667,0,1.333333333,11.111112,1.444444444,0,1.333333333,12.222223,84,13,22,26,23
水原希子(みずはらきこ)(モデル),21.25,0.9,29.411766,2.176470588,5.882353,0.941176471,0,0.823529412,11.764706,1,0,0.764705882,0,0.647058824,23.529411,1.470588235,10.588236,80,14,20,24,22
三倉茉奈(みくらまな)(俳優),11.956522,0.760869565,36.363636,2.272727273,18.181818,1.272727273,18.181818,1.454545455,18.181818,1.545454545,0,0.909090909,0,0.818181818,0,0.818181818,3.6363635,92,17,25,26,24
ダイアン(芸人コンビ),17.204302,0.666666667,25,2.375,0,0.875,12.5,1.25,43.75,2.1875,0,0.6875,6.25,1.1875,0,0.8125,5.625,93,18,25,26,24
"koki,(こーき)(モデル)(Ko?ki,)",22.772278,0.702970297,21.73913,2,13.043478,1.347826087,13.043478,1.347826087,26.086956,1.52173913,13.043478,1.347826087,13.043478,1.304347826,13.043478,1.434782609,8.260869,101,24,23,23,31
立川志らく(たてかわしらく)(落語家),21.428572,0.93877551,23.809525,2,4.7619047,1.095238095,4.7619047,1.142857143,9.523809,1.428571429,0,0.80952381,0,0.761904762,0,0.857142857,1.9047619,98,19,26,22,31
加藤シゲアキ(かとうしげあき)(アーティスト/作家)(NEWS),17.894737,0.810526316,11.764706,1.941176471,17.647058,1.470588235,17.647058,1.529411765,11.764706,1.411764706,0,0.941176471,0,0.941176471,0,1.117647059,2.9411764,95,22,24,25,24
生駒里奈(いこまりな)(俳優)(元乃木坂46),15.000001,0.675,33.333336,2.333333333,33.333336,1.416666667,33.333336,1.416666667,33.333336,1.5,8.333334,0.833333333,8.333334,0.75,16.666668,1.25,11.666668,80,14,20,24,22
モーニング娘。'24(もーにんぐむすめとぅーふぉー)(アイドルグループ),4.901961,0.705882353,40,2.4,0,1.2,0,1.2,20,1.4,0,0.8,0,0.8,0,1.2,0,102,24,23,25,29
玉城ティナ(たましろてぃな)(俳優/モデル),10.714286,0.583333333,44.444447,2.555555556,22.222223,1.666666667,11.111112,1.666666667,22.222223,1.777777778,0,0.888888889,0,0.444444444,22.222223,1.111111111,13.333334,84,17,23,21,22
松井珠理奈(まついじゅりな)(アーティスト)(元SKE48),12.643679,0.666666667,36.363636,1.818181818,18.181818,1.545454545,27.272728,1.727272727,27.272728,1.636363636,18.181818,1.545454545,18.181818,1.454545455,27.272728,1.636363636,18.18182,87,19,19,24,25
吉川愛(よしかわあい)(俳優),11.111112,0.388888889,60.000004,2.7,30.000002,2.3,30.000002,2.2,10,1.8,20,1.8,10,1.6,10,1.6,17,90,17,23,26,24
島崎遥香(しまざきはるか)(俳優)(元AKB48),18.085106,0.734042553,17.647058,1.941176471,17.647058,1.352941176,17.647058,1.470588235,29.411766,1.588235294,11.764706,1.176470588,11.764706,1.058823529,11.764706,1.294117647,16.470589,94,20,23,22,28
久間田琳加(くまだりんか)(俳優),4.494382,0.258426966,75,3,50,2.5,50,2.5,50,2.5,25,2,25,1.75,75,3,35,89,19,21,26,23
ME:I(みーあい)(アイドルグループ),6,0.26,83.33333,3.333333333,50,2.333333333,50,2.333333333,66.66667,3,33.333336,1.833333333,33.333336,1.833333333,16.666668,1.666666667,30.000004,100,19,22,28,31
紀平梨花(きひらりか)(フィギュアスケート選手),10.416666,0.5625,0,2,10,1.8,10,1.8,0,1.7,0,1.5,0,1.5,0,1.8,0,96,20,23,26,27
クロちゃん(芸人)(安田大サーカス),43.137257,1.480392157,9.090909,1.295454545,4.5454545,0.954545455,4.5454545,0.954545455,18.181818,1.363636364,2.2727273,0.840909091,4.5454545,0.840909091,2.2727273,0.818181818,4.3181815,102,22,24,28,28
Kep1er(けぷらー)(アイドルグループ),5,0.25,75,3.25,25,2.25,50,2.5,75,2.75,25,2,25,2,50,2.25,45,80,18,16,23,23
忽那汐里(くつなしおり)(俳優),7.6086955,0.358695652,42.857143,2.571428571,42.857143,2.285714286,28.57143,2.142857143,28.57143,2.142857143,14.285715,1.857142857,14.285715,1.857142857,28.57143,2,21.428576,92,23,22,23,24
